uf,municipality,district,sub_district,tract,urban_rural,place,address_1,address_2,house_number,modifier,complement1,value_1,complement_2,value_2,complement_3,value_3,complement4,value_4,complement_5,value_5,complement_6,value_6,latitude,longitude,borough,nil,landuse_id,landuse_description,multiple,collective_name,block_number,face_number,post_code,code_tract
35,10609,5,0,87,1,AVENIDA,NA,INOCENCIO SERAFICO,2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA SILVA RIBEIRO,NA,6,BAZAR E PAPELARIA,1,NA,1,6,6380021,351060905000087
42,19200,5,0,6,2,RUA,NA,CAMPESTRE,9939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 25 17.3160 S,49 25 0.8460 O,CAMPESTRE,NA,3,CEBOLA,NA,NA,0,0,88443000,421920005000006
22,10979,5,0,4,2,COMUNIDADE,NA,TELEPISA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 41 31.3500 S,42 09 46.3320 O,TELEPISA,NA,6,CAIXA DAGUA,1,NA,0,0,64512000,221097905000004
29,19553,5,0,11,1,AVENIDA,NA,JUSCELINO KUBITSCHECK,57,NA,PREDIO,NA,EDIFICIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIMOSO 1,NA,6,G7 IMFORMARTICA,1,NA,7,2,47850000,291955305000011
14,175,5,0,15,2,VICINAL,NA,VICINAL 9,69,NA,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VICINAL 9,NA,3,CRIACAO DE AVES BOVINOS,NA,NA,1,2,69390000,140017505000015
33,2403,5,2,3,1,RUA,PRESIDENTE,TANCREDO DE ALMEIDA NEVES,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE AEROPORTO,NA,2,NA,NA,POUSADA PONTO CERTO,1,1,27950000,330240305020003
26,6606,5,0,1,1,RUA,SANTA,IZABEL,341,NA,PREDIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBIMIRIM,NA,6,LOCADORA DE VIDEO GAME,1,NA,4,4,56580000,260660605000001
52,9101,5,0,41,2,FAZENDA,NA,BEM TE VI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 03 4.5480 S,49 15 41.8260 O,FAZENDA BEM TE VI,NA,3,CRIACAO DE GADO,NA,NA,0,0,75600000,520910105000041
24,5603,5,0,10,1,RUA,NA,JUSTINIANO AMBROSIO,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO JOSE,NA,6,SALAO DE ACABAMENTO DE INDUSTRIA TEXTIL,1,NA,2,1,59324000,240560305000010
15,1402,50,0,91,1,RUA,NA,EUCLIDES DA CUNHA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO DO CASTANHEIRA,NA,6,AMBIENTE DE ENCONTROS PARTIDARIOS,1,NA,1,4,66645130,150140250000091
25,700,5,0,4,1,RODOVIA,NA,BR 405,404,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,DISTRIBUIDORA DE GAS,1,NA,11,5,58910000,250070005000004
41,28104,5,0,11,1,AVENIDA,NA,CELSO GARCIA CID,3535,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZONA 1,NA,6,LOJA DE FERRAMENTAS NIOPPON,1,NA,10,4,87500000,412810405000011
35,50308,16,0,95,1,RUA,NA,SOCRATES,476,A,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMPO GRANDE,NA,6,KOPENHAGEN,1,NA,2,2,4671071,355030816000095
32,136,10,0,2,2,ESTRADA,NA,CORREGO BOMFIM,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 50 49.5840 S,40 49 14.2980 O,AGUAS CLARAS,NA,3,DEPOSITO PROD AGROPECUARIO,NA,NA,0,0,29795000,320013610000002
31,63508,5,0,6,2,CORREGO,NA,AGUA LIMPA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 14 32.3040 S,42 44 45.6900 O,AGUA LIMPA,NA,3,CURRAL,NA,NA,0,0,39707000,316350805000006
29,18407,5,0,116,1,RUA,NA,NOVO MUNDO,81,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,CONTABILIDADE E CLINICA ODONTOLOGICA,1,NA,4,1,48900000,291840705000116
21,11300,5,0,274,1,AVENIDA,NA,TRES,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONJUNTO VINHAIS,NA,6,CONSULTORIO VETERINARIO,1,NA,10,2,65000000,211130005000274
29,18407,5,0,9,1,RUA,NA,DOS EUCALIPTOS,12,NA,LOJA,NA,LADO,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUAZEIRO,NA,6,COMERCIO DE ROUPA,1,NA,3,4,48905273,291840705000009
33,3302,5,0,411,1,RUA,VISCONDE,DE SEPETIBA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,PEIXARIA,1,NA,1,1,24020206,330330205000411
23,309,5,0,14,1,RUA,PADRE,LEOPOLDO ROLIM,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESCRITORIO DE CONTABILIDADE,1,NA,10,4,63560000,230030905000014
33,4557,5,21,75,1,ESTRADA,NA,DO GUERENGUE,113,NA,LOJA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIO DE JANEIRO,NA,6,BAR,1,NA,1,3,22713004,330455705210075
31,57807,10,0,21,1,RUA,NA,WALDEMAR RIBEIRO MAIA,0,SN,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONJUNTO CRISTINA,NA,6,LOJA ALUGADA PARA ESCOLA DE DANCA DANCAT,1,NA,2,4,33110530,315780710000021
35,50308,70,0,81,1,AVENIDA,NA,LEONCIO DE MAGALHAES,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTANA,NA,6,CONSULTORIA ASURES,1,NA,2,3,2042000,355030870000081
35,23107,5,0,134,1,RUA,NA,FELIPE DOS SANTOS,129,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIO ABAIXO,NA,6,COMERCIO DE PRODUTOS DE LIMPEZA,1,NA,7,1,8579480,352310705000134
35,50308,30,0,304,1,RUA,NA,ERWIN FUHRMANN,14,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM VARGINHA,NA,6,LOJA DE ARTESANATO,1,NA,5,4,4857000,355030830000304
33,3906,23,0,2,1,RUA,NA,BERNARDO ROBERTO DE ALMEIDA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POSSE,NA,6,CABELEREIRO,1,NA,2,1,25770150,330390623000002
35,26704,5,0,11,1,RUA,NA,JOAQUIM DE GOES,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,AUTO MECANICA CONTINENTAL,1,NA,5,2,13610108,352670405000011
35,2754,5,0,19,1,RUA,NA,SAO PAULO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM BRASIL,NA,6,SUPER 23000,1,NA,3,3,18147000,350275405000019
15,4703,10,0,16,2,RAMAL,NA,APEI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02 35 17.6220 S,48 59 23.3760 O,APEI,NA,3,FABRICACAO DE FARINHA,NA,NA,0,0,68450000,150470310000016
35,9502,5,0,452,1,RUA,NA,INES DE CASTRO,574,NA,SALA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM NOSSA SENHORA AUXILIADORA,NA,6,ESCRITORIO DE CONTABILIDADE,1,NA,1,3,13075370,350950205000452
43,3400,10,0,1,1,RUA,TENENTE,PORTELA,35,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPUACU,NA,6,MERCADO NESKI,1,NA,11,2,98440000,430340010000001
43,802,5,0,20,2,ESTRADA,NA,VEADRIGO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28 53 34.5600 S,51 11 58.8300 O,LINHA 21 DE ABRIL,NA,3,TRABALHADOR PARREIRA,NA,NA,0,0,95250000,430080205000020
31,68002,5,0,26,2,RUA,NA,DOS MIRANDAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRANDOPOLIS,NA,6,BAR E MERCEARIA FERREIRA,1,NA,35,4,39550000,316800205000026
22,459,5,0,12,2,ESTRADA,NA,BR135,11,FNS,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08 31 27.0300 S,43 55 29.5020 O,VILA MANUEL DIAS BRANCO,NA,6,BAR,1,NA,0,0,64923000,220045905000012
35,52551,5,0,2,1,RUA,NA,ANTONIO JESUS PASTORELLI,0,SN,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,FARMACIA,1,NA,3,2,15380000,355255105000002
35,18800,5,0,862,1,RUA,NA,ALBINA ARTONI TESTAI,6,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COCAIA,NA,6,DOCERIA,1,NA,1,1,7130320,351880005000862
35,50308,92,0,44,1,RUA,NA,ALONSO PERES,888,NA,OUTROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA MEDEIROS,NA,6,BICICLETARIA,1,NA,4,2,2161160,355030892000044
51,250,5,0,70,1,RUA,NA,ACEROLA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALTA FLORESTA,NA,6,VIVEIRO DE M,1,NA,3,1,78580000,510025005000070
43,3806,5,0,4,1,ESTRADA,NA,PARA LINHA SANTA CATARINA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,3,CULTIVO DE SOJA,NA,NA,2,4,99660000,430380605000004
41,28104,5,0,107,1,AVENIDA,NA,FLORIDA,4049,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA VAGA,1,NA,9,1,87501220,412810405000107
31,38401,5,0,3,1,RUA,PADRE,JULIO,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,5,NECROTERIO,2,NA,6,2,36700000,313840105000003
43,14100,5,1,18,1,AVENIDA,NA,SETE DE SETEMBRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,DANCETERIA,1,NA,1,1,99010120,431410005010018
41,17503,5,0,37,1,AVENIDA,VEREADOR,SILVIO ALVES,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALVORADA 3,NA,6,AUTO ELETRICA,1,NA,13,4,87140000,411750305000037
50,2704,5,13,7,1,TRAVESSA,NA,OMEGA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA BANDEIRANTES,NA,6,MUDANCAS,1,NA,8,1,79006841,500270405130007
29,19157,5,0,42,2,RUA,NA,BARRO VERMELHO,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AGUADA NOVA,NA,6,BAR DE NILDO,1,NA,4,6,44905000,291915705000042
29,20106,5,0,19,2,FAZENDA,NA,MOSTARDA,6,SMSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 45 24.9060 S,39 58 40.5120 O,MOSTARDA,NA,3,CULTIVO DE LAVOURA MILHO E FEIJAO,NA,NA,0,0,44630000,292010605000019
43,21907,22,0,4,2,FLORESTA,NA,LINHA ARVORE SECA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 23 7.4040 S,53 56 6.0600 O,FLORESTA,NA,3,CRIACAO DE GALINHA,NA,NA,0,0,98600000,432190722000004
27,4302,5,10,98,1,RUA,NA,PROGRESSO,219,NA,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACINTINHO,NA,6,BAR,1,NA,4,7,57040380,270430205100098
31,43104,5,0,24,1,RUA,NA,CRUZEIRO DO SUL,671,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO DO TREVO,NA,6,ESTABELICIMENTO VAGO,1,NA,9,2,38500000,314310405000024
29,3904,5,0,13,1,TRAVESSA,NA,DAS COBRAS,15,NA,COMODO,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVA BRASILIA,NA,2,NA,NA,NA,5,1,47600000,290390405000013
15,1204,5,0,18,2,ESTRADA,NA,DO LIMAOZINHO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LIMAOZINHO,NA,3,CRIACAO DE CAIPIRAO,NA,NA,0,0,68465000,150120405000018
23,12908,5,0,27,1,RUA,PROFESSORA,FRANCISCA FELIX,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DOM JOSE,NA,6,BAR,1,NA,9,4,62011970,231290805000027
22,10003,5,0,7,1,BECO,NA,DOS COQUEIROS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OLHO D AGUA,NA,6,DEPOSITO,1,NA,8,3,64760000,221000305000007
35,50308,68,0,83,1,RUA,NA,FRANCISCO OLANDIM,420,A,CASA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO JOAO CLIMACO,NA,6,BAR,1,NA,3,5,4240140,355030868000083
33,100,15,0,99,1,RUA,NA,GOIAS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRACUI,NA,6,SALAO,2,NA,8,3,23937000,330010015000099
25,4009,5,0,1,1,RUA,NA,VIDAL DE NEGREIROS,32,NA,SOBRELOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,PRODUCAO DE VIDEOS,1,NA,4,2,58400263,250400905000001
29,19801,10,0,1,1,RUA,NA,SEM DENOMINACAO,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CANATIBA,NA,6,PADARIA,1,NA,2,5,46500000,291980110000001
31,27107,5,0,59,2,ESTRADA,NA,CHATAO,40,NA,FAZENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHATAO,NA,3,40,NA,NA,0,0,38200000,312710705000059
33,3500,5,10,108,1,RUA,NA,ALEXANDRE RODRIGUES,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA NOVA,NA,6,OFICINA,1,NA,4,1,26225220,330350005100108
33,4557,5,16,37,1,RUA,NA,MONTEVIDEU,764,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PENHA,NA,6,COMERCIO E BAR,1,NA,3,2,21020290,330455705160037
25,12101,5,0,23,2,SITIO,NA,ALTO ALEGRE,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 46 55.1520 S,37 49 9.5460 O,NA,NA,6,ARMAZEM FECHADO,1,NA,0,0,58840000,251210105000023
42,16503,13,0,2,2,ESTRADA,NA,URUPEMA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28 06 22.1820 S,49 59 3.1140 O,SANTA ISABEL,NA,6,CANCHA ISABELENSE,1,NA,0,0,88600000,421650313000002
35,15103,5,0,3,1,RUA,SAO,PAULO,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMBU GUACU,NA,6,MODA INFANTIL ERA UMA VEZ,1,NA,11,1,6900000,351510305000003
29,27408,5,21,88,1,RUA,NA,SAO JOSE DE CIMA,40,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARBALHO,NA,6,CLINICA VETERINARIA,1,NA,2,5,40301036,292740805210088
41,23501,5,0,25,1,AVENIDA,NA,BRASIL,621,NA,SALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIXADA AMARELA,NA,6,CONSTRUTORA RAMOVI,1,NA,18,4,85892000,412350105000025
33,209,10,0,15,2,RUA,NA,SERTAOZINHO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO VICENTE 28980000,NA,6,BARRACA,1,NA,1,3,28970000,330020910000015
33,4557,5,30,27,1,RUA,NA,GUARE,211,FRENTE,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COELHO NETO,NA,6,BAR,1,NA,2,3,21545440,330455705300027
52,11503,5,0,16,1,RUA,NA,MARECHAL DEODORO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRAL,NA,6,LIVRARIA NOBEL,1,NA,5,3,75503210,521150305000016
22,3909,5,0,62,2,ESTRADA,NA,SEM NOME,7,FUNASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANGABEIRA,NA,3,CRIACAO DE OVINOS E SUINOS,NA,NA,1,9,64800000,220390905000062
29,17805,15,0,8,2,FAZENDA,NA,SITIO MIMOSO,33,SMS,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 09 42.0540 S,39 09 56.1180 O,RIACHAO,NA,4,ESCOLA MUNICIPAL HERCILIO DE ALBUQUERQUE,1,NA,0,0,44480000,291780515000008
29,20908,5,0,1,1,RUA,NA,ARLINDO RIBEIRO,8,NA,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MASCOTE,NA,6,DEPOSITO,1,NA,9,3,45870000,292090805000001
43,406,5,7,1,1,PRACA,GENERAL,OSORIO,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIDADE ALTA,NA,6,RESTAURANTE PALADARES,1,NA,3,2,97542320,430040605070001
33,2007,5,0,17,1,AVENIDA,NA,PAULO DE FRONTIN,72,NA,SALA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,5,ASSOCIACAO MEDICA DE ITAGUAI,2,NA,1,1,23815490,330200705000017
52,1108,5,0,103,1,AVENIDA,NA,GOIAS,0,SN,QUADRA,07,LOTE,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM DAS OLIVEIRAS,NA,6,GARAGEM PARA CAMINHAO,1,NA,3,1,75144677,520110805000103
15,8159,5,0,31,2,TRAVESSAO,NA,224 NORTE,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZONA RURAL,NA,3,FAZENDA,NA,NA,0,0,68140000,150815905000031
31,4007,5,0,44,1,RUA,NA,JOSE DE ANDRADE FREITAS,352,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOA VISTA,NA,4,ESCOLA MUNICIPAL AUXILIADORA PAIVA,1,NA,2,1,38180628,310400705000044
43,14902,5,0,498,1,AVENIDA,NA,IPIRANGA,3835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTENON,NA,6,REVENDA DE AUTOMOVEIS,1,NA,1,1,90210001,431490205000498
41,8700,10,0,1,1,RUA,SAO,PEDRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRAO BONITO,NA,6,SALAO DE FESTAS,1,NA,22,8,86845000,410870010000001
42,5407,5,0,72,1,RUA,NA,CLEMENTE ROVERE,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESCRITORIO DE INFORMATICA,1,NA,2,1,88020340,420540705000072
35,29609,5,0,8,2,ESTRADA,NA,MDN 393,0,SN,BARRACAO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 27 53.4240 S,50 12 7.7820 O,SAO PEDRO,NA,3,CURRAL,NA,NA,0,0,15625000,352960905000008
25,7507,5,0,908,1,RUA,MONSENHOR,JOAO COUTINHO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANDACARU,NA,6,LAVA JATO,1,NA,4,1,58025710,250750705000908
32,904,35,0,6,2,CORREGO,NA,BOA VISTA,0,SN,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 33 24.9300 S,40 45 48.2100 O,SITIO BOA VISTA,NA,3,CULTIVO DE CAFE,NA,NA,0,0,29800000,320090435000006
29,9307,5,0,31,2,FAZENDA,NA,LUZIA,2,FNS,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALTO,NA,3,CURRAL DE CABRA,NA,NA,0,0,47650000,290930705000031
31,49804,5,0,2,1,RUA,NA,JOAO LIMIRO DA SILVA,129,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DIVINEIA,NA,6,BAR,1,NA,16,1,38170000,314980405000002
41,4204,5,0,128,1,RUA,NA,LUIS RIVABEM,964,NA,SOBRADO,cima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM RIVABEM,NA,6,BAR DO CARLINHO,1,NA,3,3,83605230,410420405000128
29,18407,5,0,113,1,RUA,CORONEL,HENRIQUE ROCHA,330,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ARMAZEM BOLA DE NEVE,1,NA,2,3,48905120,291840705000113
15,2103,5,0,18,1,RUA,CORONEL,RAIMUNDO LEAO,1155,NA,TERREO,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRASILIA,NA,6,LOJA PECA DE MOTO,1,NA,6,4,68400000,150210305000018
35,18701,5,0,15,1,AVENIDA,NA,TANCREDO NEVES,834,NA,LOJA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CACHOEIRA,NA,6,LOJA DE ROUPA,1,NA,1,1,11450000,351870105000015
43,21501,5,0,53,1,RUA,NA,PARA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESTOFARE COUROS,1,NA,2,2,95560000,432150105000053
15,5536,5,0,5,1,RUA,NA,F,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO UNIAO,NA,6,RESTAURANTE E LANCHONETE CENTRAL,1,NA,1,1,68515000,150553605000005
23,8500,5,0,28,2,SITIO,NA,ARACA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05 40 58.7760 S,39 42 15.2280 O,SEDE RURAL,NA,3,AGRICULTURA,NA,NA,0,0,63610000,230850005000028
35,50308,34,0,66,1,RUA,NA,DEBRET,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPIRANGA,NA,6,PADARIA,1,NA,6,1,4274010,355030834000066
31,70206,5,0,124,1,AVENIDA,COMENDADOR,ALEXANDRINO GARCIA,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTA HENA,NA,6,SUPERMERCADO IRMAOS TAVARES,1,NA,1,4,38402228,317020605000124
42,14805,5,0,7,1,RUA,NA,MANOEL J TEIXEIRA,40,NA,SALA,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,FORMA E CONCEITO ARQUITETURA E ENGENARIA,1,NA,1,8,89160000,421480505000007
29,21401,5,0,6,2,ESTRADA,NA,DAS FIGURAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POVOAODO SANTA CRUZ MIRANGABA,NA,6,DEPOSITO,1,NA,0,0,44745000,292140105000006
24,8102,5,7,36,1,RUA,NA,DJALMA MARANHAO,505,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVA DESCOBERTA,NA,6,DEPOSITO DE BEBIDAS,1,NA,2,3,59075290,240810205070036
29,5107,5,0,8,2,AVENIDA,NA,ALTO DA COLINA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 04 49.6860 S,40 26 13.9800 O,CAEM,NA,6,DEPOSITO DE FERRAMENTAS,1,NA,0,0,44730000,290510705000008
31,6200,60,66,203,1,RUA,NA,HELIO GILBER MARTINS,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM GUANABARA,NA,6,ESCOLINHA INFANTIL,1,NA,3,1,31742156,310620060660203
35,48807,5,0,147,1,RUA,NA,MADEIRA,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA MARIA,NA,6,SALAO DE CABELEREIRO GERAL,1,NA,1,3,9560540,354880705000147
21,11300,5,0,664,1,RUA,NA,F,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIDADE OLIMPICA,NA,4,ESCOLA COMUNITARIA,1,NA,13,1,65000000,211130005000664
33,456,5,1,120,1,RUA,NA,TIETE,3,NA,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HELIOPOLIS,NA,6,IGREJA EVANGELICA,1,NA,4,3,26123300,330045605010120
41,4808,5,0,148,1,RUA,SAO,JOAQUIM,1586,NA,CASA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORUMBI,NA,6,LAVANDEIRIA,1,NA,9,4,85817650,410480805000148
33,1009,5,7,47,1,RUA,NA,MANOEL GOMES PINTO,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PQ. CALIFORNIA,NA,6,TERRENO VAZIO,1,NA,2,5,28013650,330100905070047
33,4557,5,31,236,1,TRAVESSA,NA,DA LIBERDADE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARATIBA,NA,6,BARZINHO  BIROSCA,1,NA,1,12,23035600,330455705310236
35,47809,5,0,547,1,RUA,NA,ZAMBIA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA LUCINDA,NA,6,MARCENARIA,1,NA,2,2,9250060,354780905000547
33,4524,5,0,87,1,ALAMEDA,NA,CASIMIRO DE ABREU,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVA ESPERANCA,NA,6,SALAO DE BELEZA ESCOLA,1,NA,3,1,28890000,330452405000087
33,704,5,0,3,1,AVENIDA,NA,ASSUNCAO,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,HOTEL,1,NA,7,3,28906200,330070405000003
